season,name,position,GW,minutes,total_points,expected_goals,expected_assists,clean_sheets,saves,bps,value,team_difficulty,opponent_difficulty,target_next_gw
25-26,Pascal Struijk,DEF,12.0,90,0,0.09,0.01,0,0.0,4,44,3,3,3.0
25-26,Pascal Struijk,DEF,13.0,90,3,0.11,0.0,0,0.0,1,44,5,2,2.0
25-26,Pascal Struijk,DEF,14.0,90,2,0.11,0.01,0,0.0,8,43,3,3,0.0
25-26,Pascal Struijk,DEF,15.0,90,0,0.07,0.02,0,0.0,0,43,3,3,4.0
25-26,Pascal Struijk,DEF,16.0,90,4,0.0,0.01,0,0.0,22,43,4,2,4.0
25-26,Pascal Struijk,DEF,17.0,90,4,0.49,0.01,0,0.0,12,43,3,3,2.0
25-26,Pascal Struijk,DEF,18.0,90,2,0.0,0.16,0,0.0,13,43,4,2,8.0
25-26,Pascal Struijk,DEF,19.0,90,8,0.0,0.0,1,0.0,27,43,4,2,8.0
25-26,Pascal Struijk,DEF,20.0,90,8,0.0,0.11,0,0.0,26,43,3,3,2.0
25-26,Pascal Struijk,DEF,21.0,90,2,0.38,0.02,0,0.0,-5,43,4,2,6.0
25-26,Pascal Struijk,DEF,22.0,90,6,0.15,0.0,1,0.0,20,43,2,3,4.0
25-26,Pascal Struijk,DEF,23.0,90,4,0.04,0.04,0,0.0,17,43,3,2,2.0
25-26,Pascal Struijk,DEF,24.0,90,2,0.1,0.0,0,0.0,12,43,4,3,4.0
25-26,Pascal Struijk,DEF,25.0,90,4,0.11,0.01,0,0.0,14,43,2,3,0.0
25-26,Patrick Bamford,FWD,1.0,0,0,0.0,0.0,0,0.0,0,50,3,3,0.0
25-26,Patrick Bamford,FWD,2.0,0,0,0.0,0.0,0,0.0,0,50,5,2,0.0
25-26,Patrick Bamford,FWD,3.0,0,0,0.0,0.0,0,0.0,0,49,3,3,0.0
25-26,Patrick Bamford,FWD,4.0,0,0,0.0,0.0,0,0.0,0,49,3,2,0.0
25-26,Patrick Bamford,FWD,5.0,0,0,0.0,0.0,0,0.0,0,49,2,2,0.0
25-26,Patrick Bamford,FWD,6.0,0,0,0.0,0.0,0,0.0,0,49,3,3,0.0
25-26,Patrick Bamford,FWD,7.0,0,0,0.0,0.0,0,0.0,0,49,3,3,0.0
25-26,Patrick Bamford,FWD,8.0,0,0,0.0,0.0,0,0.0,0,49,2,2,0.0
25-26,Patrick Bamford,FWD,9.0,0,0,0.0,0.0,0,0.0,0,49,2,3,0.0
25-26,Patrick Bamford,FWD,10.0,0,0,0.0,0.0,0,0.0,0,49,3,2,0.0
25-26,Patrick Bamford,FWD,11.0,0,0,0.0,0.0,0,0.0,0,49,3,2,0.0
25-26,Patrick Bamford,FWD,12.0,0,0,0.0,0.0,0,0.0,0,49,3,3,0.0
25-26,Patrick Bamford,FWD,13.0,0,0,0.0,0.0,0,0.0,0,49,5,2,0.0
25-26,Patrick Bamford,FWD,14.0,0,0,0.0,0.0,0,0.0,0,49,3,3,0.0
25-26,Patrick Bamford,FWD,15.0,0,0,0.0,0.0,0,0.0,0,49,3,3,0.0
25-26,Patrick Bamford,FWD,16.0,0,0,0.0,0.0,0,0.0,0,49,4,2,0.0
25-26,Patrick Bamford,FWD,17.0,0,0,0.0,0.0,0,0.0,0,49,3,3,0.0
25-26,Patrick Bamford,FWD,18.0,0,0,0.0,0.0,0,0.0,0,49,4,2,0.0
25-26,Patrick Bamford,FWD,19.0,0,0,0.0,0.0,0,0.0,0,49,4,2,0.0
25-26,Patrick Bamford,FWD,20.0,0,0,0.0,0.0,0,0.0,0,49,3,3,0.0
25-26,Patrick Bamford,FWD,21.0,0,0,0.0,0.0,0,0.0,0,49,4,2,0.0
25-26,Patrick Bamford,FWD,22.0,0,0,0.0,0.0,0,0.0,0,49,2,3,0.0
25-26,Patrick Bamford,FWD,23.0,0,0,0.0,0.0,0,0.0,0,49,3,2,0.0
25-26,Patrick Bamford,FWD,24.0,0,0,0.0,0.0,0,0.0,0,49,4,3,0.0
25-26,Patrick Bamford,FWD,25.0,0,0,0.0,0.0,0,0.0,0,49,2,3,0.0
25-26,Patrick Dorgu,DEF,1.0,90,1,0.04,0.02,0,0.0,4,45,4,4,2.0
25-26,Patrick Dorgu,DEF,2.0,90,2,0.0,0.04,0,0.0,4,45,3,3,0.0
25-26,Patrick Dorgu,DEF,3.0,0,0,0.0,0.0,0,0.0,0,45,1,4,1.0
25-26,Patrick Dorgu,DEF,4.0,90,1,0.2,0.1,0,0.0,7,45,5,3,5.0
25-26,Patrick Dorgu,DEF,5.0,90,5,0.0,0.39,0,0.0,22,45,3,4,0.0
25-26,Patrick Dorgu,DEF,6.0,84,0,0.0,0.01,0,0.0,1,45,4,3,1.0
25-26,Patrick Dorgu,DEF,7.0,26,1,0.0,0.0,0,0.0,6,45,2,4,1.0
25-26,Patrick Dorgu,DEF,8.0,31,1,0.0,0.02,0,0.0,3,44,4,3,-1.0
25-26,Patrick Dorgu,DEF,9.0,20,-1,0.0,0.0,0,0.0,-7,44,3,4,1.0
25-26,Patrick Dorgu,DEF,10.0,22,1,0.33,0.0,0,0.0,4,43,3,3,5.0
25-26,Patrick Dorgu,DEF,11.0,79,5,0.0,0.15,1,0.0,24,43,3,3,1.0
25-26,Patrick Dorgu,DEF,12.0,57,1,0.15,0.02,0,0.0,-3,42,3,4,1.0
25-26,Patrick Dorgu,DEF,13.0,1,1,0.0,0.0,0,0.0,4,42,3,3,1.0
25-26,Patrick Dorgu,DEF,14.0,22,1,0.0,0.03,0,0.0,0,42,2,4,1.0
25-26,Patrick Dorgu,DEF,15.0,6,1,0.0,0.0,0,0.0,3,42,2,3,1.0
25-26,Patrick Dorgu,DEF,16.0,1,1,0.0,0.0,0,0.0,3,41,3,4,5.0
25-26,Patrick Dorgu,DEF,17.0,90,5,0.06,0.2,0,0.0,30,41,4,3,17.0
25-26,Patrick Dorgu,DEF,18.0,90,17,0.16,0.07,1,0.0,48,41,3,4,2.0
25-26,Patrick Dorgu,DEF,19.0,90,2,0.08,0.09,0,0.0,11,42,2,4,1.0
25-26,Patrick Dorgu,DEF,20.0,90,1,0.06,0.05,0,0.0,1,42,3,3,5.0
25-26,Patrick Dorgu,DEF,21.0,90,5,0.19,0.21,0,0.0,33,42,2,3,15.0
25-26,Patrick Dorgu,DEF,22.0,90,15,0.47,0.02,1,0.0,44,42,4,4,8.0
25-26,Patrick Dorgu,DEF,23.0,80,8,0.12,0.0,0,0.0,19,43,5,3,0.0
25-26,Patrick Dorgu,DEF,24.0,0,0,0.0,0.0,0,0.0,0,44,2,4,0.0
25-26,Patrick Dorgu,DEF,25.0,0,0,0.0,0.0,0,0.0,0,44,3,4,0.0
25-26,Patrick Roberts,MID,1.0,0,0,0.0,0.0,0,0.0,0,55,2,4,1.0
25-26,Patrick Roberts,MID,2.0,27,1,0.03,0.02,0,0.0,4,54,2,2,0.0
25-26,Patrick Roberts,MID,3.0,0,0,0.0,0.0,0,0.0,0,54,3,4,0.0
25-26,Patrick Roberts,MID,4.0,0,0,0.0,0.0,0,0.0,0,54,3,2,0.0
25-26,Patrick Roberts,MID,5.0,0,0,0.0,0.0,0,0.0,0,54,3,4,0.0
25-26,Patrick Roberts,MID,6.0,0,0,0.0,0.0,0,0.0,0,54,3,2,0.0
25-26,Patrick Roberts,MID,7.0,0,0,0.0,0.0,0,0.0,0,54,4,2,0.0
25-26,Patrick Roberts,MID,8.0,0,0,0.0,0.0,0,0.0,0,54,2,4,0.0
25-26,Patrick Roberts,MID,9.0,0,0,0.0,0.0,0,0.0,0,54,4,2,0.0
25-26,Patrick Roberts,MID,10.0,0,0,0.0,0.0,0,0.0,0,54,3,4,0.0
25-26,Patrick Roberts,MID,11.0,0,0,0.0,0.0,0,0.0,0,54,4,4,0.0
25-26,Patrick Roberts,MID,12.0,0,0,0.0,0.0,0,0.0,0,54,3,2,0.0
25-26,Patrick Roberts,MID,13.0,0,0,0.0,0.0,0,0.0,0,54,3,4,0.0
25-26,Patrick Roberts,MID,14.0,0,0,0.0,0.0,0,0.0,0,54,4,2,0.0
25-26,Patrick Roberts,MID,15.0,0,0,0.0,0.0,0,0.0,0,54,5,2,0.0
25-26,Patrick Roberts,MID,16.0,0,0,0.0,0.0,0,0.0,0,54,3,4,0.0
25-26,Patrick Roberts,MID,17.0,0,0,0.0,0.0,0,0.0,0,54,3,2,0.0
25-26,Patrick Roberts,MID,18.0,0,0,0.0,0.0,0,0.0,0,54,2,4,0.0
25-26,Patrick Roberts,MID,19.0,0,0,0.0,0.0,0,0.0,0,54,4,4,0.0
25-26,Patrick Roberts,MID,20.0,0,0,0.0,0.0,0,0.0,0,54,3,2,0.0
25-26,Patrick Roberts,MID,21.0,0,0,0.0,0.0,0,0.0,0,54,4,2,0.0
25-26,Patrick Roberts,MID,22.0,0,0,0.0,0.0,0,0.0,0,54,3,4,0.0
25-26,Patrick Roberts,MID,23.0,0,0,0.0,0.0,0,0.0,0,54,2,2,0.0
25-26,Patrick Roberts,MID,24.0,0,0,0.0,0.0,0,0.0,0,54,1,4,0.0
25-26,Patrick Roberts,MID,25.0,0,0,0.0,0.0,0,0.0,0,54,5,2,0.0
25-26,Pau Torres,DEF,1.0,0,0,0.0,0.0,0,0.0,0,45,3,4,2.0
25-26,Pau Torres,DEF,2.0,90,2,0.07,0.13,0,0.0,8,45,4,3,1.0
25-26,Pau Torres,DEF,3.0,16,1,0.0,0.0,0,0.0,-1,45,3,4,0.0
25-26,Pau Torres,DEF,4.0,0,0,0.0,0.0,0,0.0,0,44,3,3,0.0
25-26,Pau Torres,DEF,5.0,0,0,0.0,0.0,0,0.0,0,44,4,3,1.0
25-26,Pau Torres,DEF,6.0,58,1,0.0,0.01,0,0.0,13,44,2,4,4.0
25-26,Pau Torres,DEF,7.0,90,4,0.03,0.01,0,0.0,20,44,1,4,2.0
25-26,Pau Torres,DEF,8.0,90,2,0.0,0.01,0,0.0,10,44,3,3,8.0
25-26,Pau Torres,DEF,9.0,90,8,0.0,0.01,1,0.0,35,43,4,4,1.0
25-26,Pau Torres,DEF,10.0,73,1,0.0,0.0,0,0.0,8,43,4,3,6.0
25-26,Pau Torres,DEF,11.0,90,6,0.0,0.0,1,0.0,25,43,3,4,4.0
25-26,Pau Torres,DEF,12.0,90,4,0.0,0.0,0,0.0,17,43,3,3,6.0
25-26,Pau Torres,DEF,13.0,90,6,0.12,0.02,1,0.0,24,43,2,4,-1.0
25-26,Pau Torres,DEF,14.0,90,-1,0.0,0.01,0,0.0,0,43,3,3,5.0
25-26,Pau Torres,DEF,15.0,85,5,0.0,0.02,0,0.0,17,43,4,4,0.0
25-26,Pau Torres,DEF,16.0,0,0,0.0,0.0,0,0.0,0,43,2,3,0.0
25-26,Pau Torres,DEF,17.0,0,0,0.0,0.0,0,0.0,0,43,3,4,0.0
25-26,Pau Torres,DEF,18.0,0,0,0.0,0.0,0,0.0,0,43,4,3,0.0
25-26,Pau Torres,DEF,19.0,0,0,0.0,0.0,0,0.0,0,43,5,3,0.0
25-26,Pau Torres,DEF,20.0,0,0,0.0,0.0,0,0.0,0,43,2,4,0.0
25-26,Pau Torres,DEF,21.0,0,0,0.0,0.0,0,0.0,0,43,3,3,2.0
25-26,Pau Torres,DEF,22.0,90,2,0.0,0.04,0,0.0,7,43,3,4,6.0
25-26,Pau Torres,DEF,23.0,74,6,0.21,0.01,1,0.0,18,43,4,3,2.0
25-26,Pau Torres,DEF,24.0,90,2,0.16,0.06,0,0.0,15,43,3,4,0.0
25-26,Pau Torres,DEF,25.0,0,0,0.0,0.0,0,0.0,0,43,3,3,0.0
25-26,Pedro Cardoso de Lima,DEF,1.0,0,0,0.0,0.0,0,0.0,0,40,4,2,0.0
25-26,Pedro Cardoso de Lima,DEF,2.0,0,0,0.0,0.0,0,0.0,0,40,3,2,0.0
25-26,Pedro Cardoso de Lima,DEF,3.0,0,0,0.0,0.0,0,0.0,0,40,3,2,0.0
25-26,Pedro Cardoso de Lima,DEF,4.0,0,0,0.0,0.0,0,0.0,0,40,4,2,0.0
25-26,Pedro Cardoso de Lima,DEF,5.0,0,0,0.0,0.0,0,0.0,0,40,2,2,0.0
25-26,Pedro Cardoso de Lima,DEF,6.0,0,0,0.0,0.0,0,0.0,0,40,3,2,0.0
25-26,Pedro Cardoso de Lima,DEF,7.0,0,0,0.0,0.0,0,0.0,0,40,3,2,0.0
25-26,Pedro Cardoso de Lima,DEF,8.0,0,0,0.0,0.0,0,0.0,0,40,4,2,0.0
25-26,Pedro Cardoso de Lima,DEF,9.0,0,0,0.0,0.0,0,0.0,0,40,1,2,0.0
25-26,Pedro Cardoso de Lima,DEF,10.0,0,0,0.0,0.0,0,0.0,0,40,3,2,0.0
25-26,Pedro Cardoso de Lima,DEF,11.0,0,0,0.0,0.0,0,0.0,0,40,4,2,0.0
25-26,Pedro Cardoso de Lima,DEF,12.0,0,0,0.0,0.0,0,0.0,0,40,3,2,0.0
25-26,Pedro Cardoso de Lima,DEF,13.0,0,0,0.0,0.0,0,0.0,0,40,4,2,0.0
25-26,Pedro Cardoso de Lima,DEF,14.0,0,0,0.0,0.0,0,0.0,0,40,2,2,0.0
25-26,Pedro Cardoso de Lima,DEF,15.0,0,0,0.0,0.0,0,0.0,0,40,3,2,0.0
25-26,Pedro Cardoso de Lima,DEF,16.0,0,0,0.0,0.0,0,0.0,0,40,5,2,0.0
25-26,Pedro Cardoso de Lima,DEF,17.0,0,0,0.0,0.0,0,0.0,0,40,3,2,0.0
25-26,Pedro Cardoso de Lima,DEF,18.0,0,0,0.0,0.0,0,0.0,0,40,4,2,0.0
25-26,Pedro Cardoso de Lima,DEF,19.0,0,0,0.0,0.0,0,0.0,0,40,4,2,0.0
25-26,Pedro Cardoso de Lima,DEF,20.0,0,0,0.0,0.0,0,0.0,0,40,2,2,1.0
25-26,Pedro Cardoso de Lima,DEF,21.0,1,1,0.0,0.0,0,0.0,3,40,3,2,0.0
25-26,Pedro Cardoso de Lima,DEF,22.0,0,0,0.0,0.0,0,0.0,0,40,3,2,0.0
25-26,Pedro Cardoso de Lima,DEF,23.0,0,0,0.0,0.0,0,0.0,0,40,5,2,1.0
25-26,Pedro Cardoso de Lima,DEF,24.0,1,1,0.0,0.0,0,0.0,-1,40,3,2,1.0
25-26,Pedro Cardoso de Lima,DEF,25.0,1,1,0.0,0.0,0,0.0,3,40,3,2,0.0
25-26,Pedro Cardoso de Lima,DEF,26.0,0,0,0.0,0.0,0,0.0,0,40,3,2,0.0
25-26,Pedro Lomba Neto,MID,1.0,90,3,0.03,0.36,1,0.0,18,70,3,4,7.0
25-26,Pedro Lomba Neto,MID,2.0,90,7,0.38,0.17,0,0.0,33,70,2,3,3.0
25-26,Pedro Lomba Neto,MID,3.0,80,3,0.0,0.17,1,0.0,12,70,2,4,2.0
25-26,Pedro Lomba Neto,MID,4.0,90,2,0.12,0.21,0,0.0,13,70,4,3,1.0
25-26,Pedro Lomba Neto,MID,5.0,6,1,0.0,0.0,0,0.0,3,70,4,3,2.0
25-26,Pedro Lomba Neto,MID,6.0,78,2,0.05,0.03,0,0.0,5,70,3,4,2.0
25-26,Pedro Lomba Neto,MID,7.0,74,2,0.03,0.02,0,0.0,7,70,3,4,12.0
25-26,Pedro Lomba Neto,MID,8.0,77,12,0.17,0.73,1,0.0,46,70,3,3,8.0
25-26,Pedro Lomba Neto,MID,9.0,84,8,0.0,0.03,0,0.0,28,70,2,4,3.0
25-26,Pedro Lomba Neto,MID,10.0,84,3,0.62,0.02,1,0.0,3,70,3,3,9.0
25-26,Pedro Lomba Neto,MID,11.0,76,9,0.66,0.47,1,0.0,39,71,2,4,8.0
25-26,Pedro Lomba Neto,MID,12.0,90,8,0.39,0.12,1,0.0,29,71,2,3,2.0
25-26,Pedro Lomba Neto,MID,13.0,90,2,0.2,0.05,0,0.0,3,71,4,4,6.0
25-26,Pedro Lomba Neto,MID,14.0,45,6,0.16,0.01,0,0.0,21,72,3,3,2.0
25-26,Pedro Lomba Neto,MID,15.0,90,2,0.07,0.29,1,0.0,15,72,3,3,6.0
25-26,Pedro Lomba Neto,MID,16.0,90,6,0.04,0.27,1,0.0,22,73,3,4,2.0
25-26,Pedro Lomba Neto,MID,17.0,90,2,0.17,0.17,0,0.0,16,73,4,3,2.0
25-26,Pedro Lomba Neto,MID,18.0,90,2,0.03,0.17,0,0.0,17,73,3,4,1.0
25-26,Pedro Lomba Neto,MID,19.0,45,1,0.0,0.57,0,0.0,12,73,3,4,2.0
25-26,Pedro Lomba Neto,MID,20.0,90,2,0.3,0.02,0,0.0,3,72,5,3,5.0
25-26,Pedro Lomba Neto,MID,21.0,90,5,0.14,0.13,0,0.0,25,72,3,3,3.0
25-26,Pedro Lomba Neto,MID,22.0,90,3,0.03,0.2,1,0.0,21,71,3,4,3.0
25-26,Pedro Lomba Neto,MID,23.0,73,3,0.0,0.04,1,0.0,5,71,3,3,2.0
25-26,Pedro Lomba Neto,MID,24.0,64,2,0.0,0.52,0,0.0,17,71,2,4,2.0
25-26,Pedro Lomba Neto,MID,25.0,90,2,0.54,0.03,0,0.0,10,71,2,3,1.0
25-26,Pedro Porro Sauceda,DEF,1.0,90,6,0.02,0.26,1,0.0,26,55,1,3,5.0
25-26,Pedro Porro Sauceda,DEF,2.0,90,5,0.08,0.13,1,0.0,20,55,5,3,4.0
25-26,Pedro Porro Sauceda,DEF,3.0,70,4,0.01,0.02,0,0.0,13,56,3,3,6.0
25-26,Pedro Porro Sauceda,DEF,4.0,90,6,0.0,0.37,1,0.0,32,56,2,3,1.0
25-26,Pedro Porro Sauceda,DEF,5.0,88,1,0.0,0.06,0,0.0,9,56,3,3,1.0
25-26,Pedro Porro Sauceda,DEF,6.0,27,1,0.0,0.03,0,0.0,6,56,2,3,7.0
25-26,Pedro Porro Sauceda,DEF,7.0,90,7,0.0,0.02,0,0.0,15,56,3,3,1.0
25-26,Pedro Porro Sauceda,DEF,8.0,90,1,0.0,0.02,0,0.0,10,56,3,3,11.0
25-26,Pedro Porro Sauceda,DEF,9.0,90,11,0.0,0.29,1,0.0,41,56,3,3,2.0
25-26,Pedro Porro Sauceda,DEF,10.0,72,2,0.0,0.03,0,0.0,1,55,3,3,2.0
25-26,Pedro Porro Sauceda,DEF,11.0,66,2,0.0,0.01,0,0.0,7,55,3,3,0.0
25-26,Pedro Porro Sauceda,DEF,12.0,12,0,0.0,0.0,0,0.0,1,55,5,3,1.0
25-26,Pedro Porro Sauceda,DEF,13.0,90,1,0.06,0.43,0,0.0,19,54,2,3,1.0
25-26,Pedro Porro Sauceda,DEF,14.0,90,1,0.01,0.03,0,0.0,10,54,4,3,5.0
25-26,Pedro Porro Sauceda,DEF,15.0,90,5,0.0,0.1,1,0.0,26,54,3,3,0.0
25-26,Pedro Porro Sauceda,DEF,16.0,90,0,0.0,0.04,0,0.0,-5,53,3,3,1.0
25-26,Pedro Porro Sauceda,DEF,17.0,90,1,0.07,0.11,0,0.0,8,53,3,3,6.0
25-26,Pedro Porro Sauceda,DEF,18.0,90,6,0.02,0.07,1,0.0,22,53,3,3,10.0
25-26,Pedro Porro Sauceda,DEF,19.0,90,10,0.0,0.02,1,0.0,31,52,4,3,4.0
25-26,Pedro Porro Sauceda,DEF,20.0,90,4,0.02,0.17,0,0.0,22,52,2,3,0.0
25-26,Pedro Porro Sauceda,DEF,21.0,90,0,0.06,0.1,0,0.0,0,52,3,3,4.0
25-26,Pedro Porro Sauceda,DEF,22.0,90,4,0.01,0.49,0,0.0,28,52,2,3,1.0
25-26,Pedro Porro Sauceda,DEF,23.0,45,1,0.12,0.01,0,0.0,2,52,2,3,0.0
25-26,Pedro Porro Sauceda,DEF,24.0,0,0,0.0,0.0,0,0.0,0,52,4,3,0.0
