season,name,position,GW,minutes,total_points,expected_goals,expected_assists,clean_sheets,saves,bps,value,team_difficulty,opponent_difficulty,target_next_gw
22-23,Alexander Isak,FWD,31.0,90,2,0.08,0.01,0,0.0,4,67,2,3,13.0
22-23,Alexander Isak,FWD,32.0,65,13,0.47,0.02,0,0.0,52,67,3,4,1.0
22-23,Alexander Isak,FWD,33.0,16,1,0.14,0.04,0,0.0,6,68,2,3,7.0
22-23,Alexander Isak,FWD,34.0,90,7,0.0,0.44,0,0.0,32,69,2,4,2.0
22-23,Alexander Isak,FWD,35.0,90,2,0.24,0.17,0,0.0,6,69,4,4,5.0
22-23,Alexander Isak,FWD,36.0,90,5,0.05,0.02,0,0.0,12,70,2,3,2.0
22-23,Alexander Isak,FWD,36.0,90,2,0.14,0.02,0,0.0,6,70,3,4,1.0
22-23,Alexander Isak,FWD,37.0,90,1,0.35,0.06,1,0.0,2,70,3,4,2.0
22-23,Alexis Mac Allister,MID,1.0,90,0,0.0,0.0,0,0.0,1,55,4,3,2.0
22-23,Alexis Mac Allister,MID,2.0,90,2,0.0,0.0,1,0.0,13,55,3,3,11.0
22-23,Alexis Mac Allister,MID,3.0,90,11,0.0,0.0,1,0.0,36,55,3,3,2.0
22-23,Alexis Mac Allister,MID,4.0,90,2,0.0,0.0,1,0.0,4,55,2,3,10.0
22-23,Alexis Mac Allister,MID,5.0,90,10,0.0,0.0,0,0.0,30,55,2,3,14.0
22-23,Alexis Mac Allister,MID,6.0,90,14,0.0,0.0,0,0.0,46,55,3,3,2.0
22-23,Alexis Mac Allister,MID,9.0,90,2,0.0,0.0,0,0.0,14,57,4,3,2.0
22-23,Alexis Mac Allister,MID,10.0,90,2,0.0,0.0,0,0.0,17,57,3,3,2.0
22-23,Alexis Mac Allister,MID,11.0,90,2,0.0,0.0,0,0.0,15,57,3,3,2.0
22-23,Alexis Mac Allister,MID,12.0,90,2,0.0,0.0,1,0.0,11,57,2,3,2.0
22-23,Alexis Mac Allister,MID,13.0,86,2,0.0,0.0,0,0.0,13,56,5,3,2.0
22-23,Alexis Mac Allister,MID,14.0,90,2,0.0,0.0,0,0.0,23,55,3,3,2.0
22-23,Alexis Mac Allister,MID,15.0,90,2,0.0,0.0,0,0.0,11,54,2,3,9.0
22-23,Alexis Mac Allister,MID,16.0,90,9,0.2987,0.17205,0,0.0,38,54,2,3,0.0
22-23,Alexis Mac Allister,MID,19.0,28,1,0.0417,0.02334,0,0.0,3,54,2,3,3.0
22-23,Alexis Mac Allister,MID,20.0,82,3,0.2008,0.05496,1,0.0,15,54,4,3,1.0
22-23,Alexis Mac Allister,MID,21.0,90,1,0.0901,0.10909,0,0.0,7,54,3,3,0.0
22-23,Alexis Mac Allister,MID,23.0,90,1,1.32,0.09,0,0.0,-3,54,2,3,2.0
22-23,Alexis Mac Allister,MID,24.0,90,2,0.6,0.04,0,0.0,5,54,2,3,14.0
22-23,Alexis Mac Allister,MID,26.0,90,14,1.2,0.33,1,0.0,46,54,2,3,7.0
22-23,Alexis Mac Allister,MID,27.0,90,7,0.65,0.33,0,0.0,24,55,2,3,3.0
22-23,Alexis Mac Allister,MID,27.0,87,3,0.14,0.03,1,0.0,5,55,2,3,6.0
22-23,Alexis Mac Allister,MID,29.0,90,6,0.98,0.17,0,0.0,26,55,3,3,3.0
22-23,Alexis Mac Allister,MID,29.0,72,3,0.05,0.03,1,0.0,13,55,2,3,2.0
22-23,Alexis Mac Allister,MID,30.0,90,2,0.14,0.45,0,0.0,11,55,4,3,2.0
22-23,Alexis Mac Allister,MID,31.0,90,2,0.5,0.07,0,0.0,9,55,4,3,2.0
22-23,Alexis Mac Allister,MID,33.0,90,2,0.3,0.37,0,0.0,13,55,2,3,1.0
22-23,Alexis Mac Allister,MID,34.0,25,1,0.06,0.26,0,0.0,5,55,2,3,11.0
22-23,Alexis Mac Allister,MID,34.0,90,11,0.86,0.11,1,0.0,38,55,3,3,8.0
22-23,Alexis Mac Allister,MID,35.0,90,8,1.13,0.19,0,0.0,29,55,2,3,3.0
22-23,Alexis Mac Allister,MID,36.0,90,3,0.02,0.02,1,0.0,10,56,4,3,0.0
22-23,Alexis Mac Allister,MID,36.0,34,0,0.0,0.02,0,0.0,1,56,4,3,5.0
22-23,Alexis Mac Allister,MID,37.0,90,5,0.06,0.26,0,0.0,27,56,2,3,1.0
22-23,Alexis Mac Allister,MID,37.0,38,1,0.02,0.01,0,0.0,2,56,5,3,2.0
22-23,Alphonse Areola,GK,1.0,61,1,0.0,0.0,0,0.0,2,45,5,3,0.0
22-23,Alphonse Areola,GK,14.0,45,1,0.0,0.0,0,0.0,4,43,4,2,0.0
22-23,Alphonse Areola,GK,25.0,21,1,0.0,0.0,0,1.0,5,43,2,3,1.0
22-23,Alphonse Areola,GK,26.0,90,1,0.0,0.0,0,5.0,17,43,3,2,3.0
22-23,Alphonse Areola,GK,27.0,90,3,0.0,0.0,0,3.0,14,43,2,3,0.0
22-23,Amadou Onana,MID,2.0,9,4,0.0,0.0,0,0.0,11,50,2,2,0.0
22-23,Amadou Onana,MID,3.0,33,0,0.0,0.0,0,0.0,0,50,2,2,3.0
22-23,Amadou Onana,MID,4.0,78,3,0.0,0.0,1,0.0,18,50,3,2,2.0
22-23,Amadou Onana,MID,5.0,90,2,0.0,0.0,0,0.0,10,49,2,2,2.0
22-23,Amadou Onana,MID,6.0,90,2,0.0,0.0,1,0.0,14,49,4,2,3.0
22-23,Amadou Onana,MID,8.0,90,3,0.0,0.0,1,0.0,8,49,2,2,5.0
22-23,Amadou Onana,MID,9.0,73,5,0.0,0.0,0,0.0,15,49,2,2,1.0
22-23,Amadou Onana,MID,10.0,90,1,0.0,0.0,0,0.0,2,49,3,2,2.0
22-23,Amadou Onana,MID,11.0,90,2,0.0,0.0,0,0.0,10,49,4,2,2.0
22-23,Amadou Onana,MID,12.0,90,2,0.0,0.0,0,0.0,12,49,4,2,3.0
22-23,Amadou Onana,MID,13.0,77,3,0.0,0.0,1,0.0,18,49,2,2,2.0
22-23,Amadou Onana,MID,14.0,90,2,0.0,0.0,1,0.0,4,49,2,2,2.0
22-23,Amadou Onana,MID,15.0,60,2,0.0,0.0,0,0.0,3,49,3,2,2.0
22-23,Amadou Onana,MID,16.0,74,2,0.0561,0.02052,0,0.0,5,48,2,2,2.0
22-23,Amadou Onana,MID,17.0,90,2,0.0,0.00902,0,0.0,14,48,2,2,1.0
22-23,Amadou Onana,MID,18.0,90,1,0.0181,0.01265,0,0.0,4,48,5,2,0.0
22-23,Amadou Onana,MID,20.0,90,9,0.2008,0.01361,0,0.0,32,48,2,2,2.0
22-23,Amadou Onana,MID,21.0,90,2,0.0,0.03692,0,0.0,14,48,3,2,2.0
22-23,Amadou Onana,MID,22.0,90,2,0.02,0.39,1,0.0,14,48,4,2,2.0
22-23,Amadou Onana,MID,23.0,77,2,0.0,0.0,0,0.0,5,48,4,2,3.0
22-23,Amadou Onana,MID,24.0,73,3,0.24,0.02,1,0.0,3,48,2,2,1.0
22-23,Amadou Onana,MID,25.0,81,1,0.16,0.05,0,0.0,5,48,2,2,2.0
22-23,Amadou Onana,MID,25.0,90,2,0.0,0.03,0,0.0,5,48,4,2,2.0
22-23,Amadou Onana,MID,26.0,90,2,0.0,0.04,0,0.0,7,48,2,2,3.0
22-23,Amadou Onana,MID,27.0,79,3,0.24,0.0,1,0.0,-1,48,3,2,2.0
22-23,Amadou Onana,MID,28.0,90,2,0.05,0.03,0,0.0,9,48,4,2,2.0
22-23,Amadou Onana,MID,29.0,83,2,0.09,0.04,0,0.0,16,48,3,2,1.0
22-23,Amadou Onana,MID,30.0,59,1,0.2,0.01,0,0.0,5,48,4,2,0.0
22-23,Amadou Onana,MID,33.0,72,1,0.01,0.01,0,0.0,9,48,3,2,0.0
22-23,Amadou Onana,MID,35.0,3,3,0.0,0.12,0,0.0,10,47,3,2,1.0
22-23,Amadou Onana,MID,36.0,34,1,0.0,0.01,0,0.0,3,47,5,2,2.0
22-23,Amadou Onana,MID,37.0,81,2,0.0,0.02,0,0.0,11,47,2,2,3.0
22-23,Andreas Hoelgebaum Pereira,MID,1.0,88,2,0.0,0.0,0,0.0,5,45,4,2,3.0
22-23,Andreas Hoelgebaum Pereira,MID,2.0,85,3,0.0,0.0,1,0.0,6,45,2,2,8.0
22-23,Andreas Hoelgebaum Pereira,MID,3.0,90,8,0.0,0.0,0,0.0,26,45,3,2,2.0
22-23,Andreas Hoelgebaum Pereira,MID,4.0,78,2,0.0,0.0,0,0.0,3,45,4,2,6.0
22-23,Andreas Hoelgebaum Pereira,MID,5.0,77,6,0.0,0.0,0,0.0,20,45,3,2,2.0
22-23,Andreas Hoelgebaum Pereira,MID,6.0,60,2,0.0,0.0,0,0.0,4,46,4,2,1.0
22-23,Andreas Hoelgebaum Pereira,MID,8.0,82,1,0.0,0.0,0,0.0,7,46,2,2,2.0
22-23,Andreas Hoelgebaum Pereira,MID,9.0,90,2,0.0,0.0,0,0.0,5,46,3,2,6.0
22-23,Andreas Hoelgebaum Pereira,MID,10.0,76,6,0.0,0.0,0,0.0,20,46,3,2,5.0
22-23,Andreas Hoelgebaum Pereira,MID,11.0,86,5,0.0,0.0,0,0.0,15,46,2,2,3.0
22-23,Andreas Hoelgebaum Pereira,MID,12.0,86,3,0.0,0.0,1,0.0,13,46,2,2,10.0
22-23,Andreas Hoelgebaum Pereira,MID,13.0,90,10,0.0,0.0,0,0.0,33,46,2,2,3.0
22-23,Andreas Hoelgebaum Pereira,MID,14.0,75,3,0.0,0.0,1,0.0,10,46,2,2,6.0
22-23,Andreas Hoelgebaum Pereira,MID,15.0,87,6,0.0,0.0,0,0.0,18,46,5,2,2.0
22-23,Andreas Hoelgebaum Pereira,MID,16.0,90,2,0.0,0.08076,0,0.0,5,46,3,2,3.0
22-23,Andreas Hoelgebaum Pereira,MID,17.0,84,3,0.5282,0.18321,1,0.0,10,46,2,2,5.0
22-23,Andreas Hoelgebaum Pereira,MID,18.0,90,5,0.2576,0.02772,0,0.0,10,46,2,2,1.0
22-23,Andreas Hoelgebaum Pereira,MID,19.0,58,1,0.1643,0.06118,0,0.0,6,46,3,2,4.0
22-23,Andreas Hoelgebaum Pereira,MID,19.0,90,4,0.0267,0.1785,0,0.0,14,46,3,2,2.0
22-23,Andreas Hoelgebaum Pereira,MID,20.0,76,2,0.0,0.30105,1,0.0,2,46,4,2,2.0
22-23,Andreas Hoelgebaum Pereira,MID,21.0,90,2,0.0335,0.51612,0,0.0,16,45,3,2,2.0
22-23,Andreas Hoelgebaum Pereira,MID,22.0,90,2,0.15,0.03,1,0.0,0,45,4,2,6.0
22-23,Andreas Hoelgebaum Pereira,MID,23.0,90,6,0.11,0.25,1,0.0,22,44,2,2,3.0
22-23,Andreas Hoelgebaum Pereira,MID,24.0,81,3,0.03,0.08,1,0.0,4,44,3,2,1.0
22-23,Andreas Hoelgebaum Pereira,MID,25.0,90,1,0.05,0.06,0,0.0,-1,44,2,2,8.0
22-23,Andreas Hoelgebaum Pereira,MID,26.0,90,8,0.65,0.03,0,0.0,20,44,3,2,2.0
22-23,Andreas Hoelgebaum Pereira,MID,27.0,75,2,0.4,0.03,0,0.0,6,44,4,2,6.0
22-23,Andreas Hoelgebaum Pereira,MID,29.0,81,6,0.5,0.05,0,0.0,18,43,2,2,2.0
22-23,Andreas Hoelgebaum Pereira,MID,30.0,84,2,0.28,0.05,0,0.0,4,43,2,2,2.0
22-23,Andreas Hoelgebaum Pereira,MID,31.0,78,2,0.41,0.02,0,0.0,9,43,2,2,10.0
22-23,Andreas Hoelgebaum Pereira,MID,32.0,85,10,1.22,0.03,0,0.0,27,43,2,2,2.0
22-23,Andreas Hoelgebaum Pereira,MID,33.0,67,2,0.1,0.01,0,0.0,1,44,2,2,1.0
22-23,Andreas Hoelgebaum Pereira,MID,34.0,57,1,0.0,0.33,0,0.0,2,44,5,2,0.0
22-23,Andrew Robertson,DEF,1.0,90,1,0.0,0.0,0,0.0,4,70,2,4,2.0
22-23,Andrew Robertson,DEF,2.0,62,2,0.0,0.0,0,0.0,11,70,2,4,1.0
22-23,Andrew Robertson,DEF,3.0,84,1,0.0,0.0,0,0.0,12,69,4,4,9.0
22-23,Andrew Robertson,DEF,4.0,68,9,0.0,0.0,1,0.0,31,69,2,4,2.0
22-23,Andrew Robertson,DEF,5.0,70,2,0.0,0.0,0,0.0,18,69,3,4,1.0
22-23,Andrew Robertson,DEF,6.0,31,1,0.0,0.0,0,0.0,6,68,2,4,0.0
22-23,Andrew Robertson,DEF,11.0,90,6,0.0,0.0,1,0.0,25,67,5,4,1.0
22-23,Andrew Robertson,DEF,12.0,9,1,0.0,0.0,0,0.0,3,67,2,4,2.0
22-23,Andrew Robertson,DEF,13.0,90,2,0.0,0.0,0,0.0,17,67,2,4,7.0
22-23,Andrew Robertson,DEF,14.0,90,7,0.0,0.0,0,0.0,35,67,2,4,2.0
22-23,Andrew Robertson,DEF,15.0,90,2,0.0,0.0,0,0.0,18,67,4,4,9.0
22-23,Andrew Robertson,DEF,16.0,85,9,0.0,0.49705,0,0.0,34,67,2,4,8.0
22-23,Andrew Robertson,DEF,17.0,90,8,0.0,0.72349,0,0.0,35,68,2,4,2.0
22-23,Andrew Robertson,DEF,18.0,61,2,0.0,0.15222,0,0.0,15,68,3,4,1.0
22-23,Andrew Robertson,DEF,19.0,45,1,0.0,0.01266,0,0.0,8,69,3,4,1.0
22-23,Andrew Robertson,DEF,20.0,90,1,0.0,0.01291,0,0.0,21,69,3,4,6.0
22-23,Andrew Robertson,DEF,21.0,90,6,0.0,0.06124,1,0.0,22,68,3,4,1.0
22-23,Andrew Robertson,DEF,22.0,85,1,0.54,0.09,0,0.0,13,68,2,4,5.0
22-23,Andrew Robertson,DEF,23.0,90,5,0.0,0.09,1,0.0,23,68,2,4,8.0
22-23,Andrew Robertson,DEF,24.0,90,8,0.0,0.39,1,0.0,34,68,4,4,5.0
22-23,Andrew Robertson,DEF,25.0,90,5,0.0,0.02,1,0.0,25,68,2,4,0.0
22-23,Andrew Robertson,DEF,26.0,90,9,0.16,0.44,1,0.0,40,68,3,4,2.0
22-23,Andrew Robertson,DEF,27.0,90,2,0.04,0.45,0,0.0,19,68,2,4,1.0
22-23,Andrew Robertson,DEF,29.0,69,1,0.0,0.0,0,0.0,10,68,5,4,1.0
22-23,Andrew Robertson,DEF,29.0,24,1,0.0,0.0,0,0.0,3,68,4,4,0.0
22-23,Andrew Robertson,DEF,30.0,90,0,0.12,0.58,0,0.0,6,68,4,4,2.0
22-23,Andrew Robertson,DEF,31.0,90,2,0.0,0.03,0,0.0,16,68,2,4,4.0
22-23,Andrew Robertson,DEF,32.0,90,4,0.0,0.4,0,0.0,31,68,2,4,6.0
22-23,Andrew Robertson,DEF,33.0,90,6,0.0,0.31,0,0.0,27,68,3,4,1.0
22-23,Andrew Robertson,DEF,34.0,90,1,0.0,0.25,0,0.0,12,68,3,4,1.0
22-23,Andrew Robertson,DEF,34.0,24,1,0.0,0.0,0,0.0,2,68,2,4,6.0
22-23,Andrew Robertson,DEF,35.0,81,6,0.0,0.06,1,0.0,20,68,3,4,6.0
22-23,Andrew Robertson,DEF,36.0,90,6,0.0,0.03,1,0.0,25,68,3,4,2.0
22-23,Andrew Robertson,DEF,37.0,71,2,0.0,0.07,0,0.0,12,68,2,4,0.0
22-23,Anthony Elanga,MID,1.0,1,1,0.0,0.0,0,0.0,2,50,3,4,1.0
22-23,Anthony Elanga,MID,2.0,30,1,0.0,0.0,0,0.0,4,50,3,3,4.0
22-23,Anthony Elanga,MID,3.0,45,4,0.0,0.0,0,0.0,10,49,4,4,3.0
22-23,Anthony Elanga,MID,4.0,79,3,0.0,0.0,1,0.0,6,49,2,3,1.0
22-23,Anthony Elanga,MID,5.0,58,1,0.0,0.0,0,0.0,0,49,3,3,0.0
22-23,Anthony Elanga,MID,12.0,3,1,0.0,0.0,0,0.0,3,48,3,4,1.0
22-23,Anthony Elanga,MID,13.0,9,1,0.0,0.0,0,0.0,4,48,4,3,3.0
22-23,Anthony Elanga,MID,14.0,60,3,0.0,0.0,1,0.0,3,47,2,4,1.0
22-23,Anthony Elanga,MID,15.0,25,1,0.0,0.0,0,0.0,3,47,2,3,1.0
22-23,Anthony Elanga,MID,16.0,54,1,0.0821,0.11397,0,0.0,4,47,2,3,1.0
22-23,Anthony Elanga,MID,17.0,4,1,0.0,0.00034,0,0.0,2,47,2,4,1.0
22-23,Anthony Elanga,MID,18.0,1,1,0.0,2e-05,0,0.0,3,47,2,3,1.0
22-23,Anthony Elanga,MID,19.0,21,1,0.0308,0.00176,0,0.0,1,47,2,4,0.0
22-23,Anthony Elanga,MID,23.0,1,1,0.04,0.0,0,0.0,3,47,2,3,1.0
22-23,Anthony Elanga,MID,24.0,21,1,0.07,0.02,0,0.0,2,47,3,4,1.0
22-23,Anthony Elanga,MID,26.0,5,1,0.0,0.0,0,0.0,3,47,4,3,0.0
22-23,Anthony Gordon,MID,1.0,90,2,0.0,0.0,0,0.0,5,55,3,2,2.0
22-23,Anthony Gordon,MID,2.0,90,2,0.0,0.0,0,0.0,6,55,2,2,1.0
22-23,Anthony Gordon,MID,3.0,90,1,0.0,0.0,0,0.0,-8,55,2,2,6.0
22-23,Anthony Gordon,MID,4.0,90,6,0.0,0.0,0,0.0,22,55,3,2,8.0
22-23,Anthony Gordon,MID,5.0,90,8,0.0,0.0,0,0.0,24,55,2,2,3.0
22-23,Anthony Gordon,MID,6.0,81,3,0.0,0.0,1,0.0,2,55,4,2,2.0
22-23,Anthony Gordon,MID,8.0,74,2,0.0,0.0,1,0.0,0,55,2,2,1.0
22-23,Anthony Gordon,MID,9.0,16,1,0.0,0.0,0,0.0,3,56,2,2,1.0
22-23,Anthony Gordon,MID,10.0,66,1,0.0,0.0,0,0.0,3,55,3,2,0.0
22-23,Anthony Gordon,MID,12.0,90,1,0.0,0.0,0,0.0,7,54,4,2,8.0
22-23,Anthony Gordon,MID,13.0,85,8,0.0,0.0,1,0.0,29,54,2,2,3.0
22-23,Anthony Gordon,MID,14.0,85,3,0.0,0.0,1,0.0,9,54,2,2,1.0
22-23,Anthony Gordon,MID,15.0,19,1,0.0,0.0,0,0.0,3,54,3,2,1.0
22-23,Anthony Gordon,MID,16.0,15,1,0.0,0.02305,0,0.0,5,53,2,2,2.0
22-23,Anthony Gordon,MID,17.0,90,2,0.5862,0.01163,0,0.0,-2,53,2,2,0.0
22-23,Anthony Gordon,MID,20.0,21,1,0.0,0.00187,0,0.0,2,52,2,2,0.0
22-23,Anthony Gordon,MID,22.0,21,1,0.08,0.18,0,0.0,4,52,2,4,0.0
22-23,Anthony Gordon,MID,23.0,54,0,0.23,0.08,0,0.0,-2,52,2,3,1.0
22-23,Anthony Gordon,MID,24.0,26,1,0.0,0.1,0,0.0,7,51,4,4,2.0
22-23,Anthony Gordon,MID,26.0,61,2,0.0,0.02,0,0.0,8,51,5,3,0.0
22-23,Anthony Gordon,MID,29.0,22,1,0.0,0.0,0,0.0,9,51,3,4,1.0
22-23,Anthony Gordon,MID,29.0,26,1,0.05,0.08,0,0.0,9,51,3,3,1.0
22-23,Anthony Gordon,MID,30.0,49,1,0.0,0.03,0,0.0,4,51,3,3,1.0
22-23,Anthony Gordon,MID,31.0,55,1,0.0,0.02,0,0.0,1,51,2,3,1.0
22-23,Anthony Gordon,MID,32.0,20,1,0.28,0.07,0,0.0,1,51,3,4,1.0
22-23,Anthony Gordon,MID,33.0,3,1,0.0,0.01,0,0.0,3,51,2,3,1.0
22-23,Anthony Gordon,MID,34.0,45,1,0.34,0.16,0,0.0,-2,51,2,4,1.0
22-23,Anthony Gordon,MID,35.0,12,1,0.0,0.01,0,0.0,1,51,4,4,1.0
22-23,Anthony Gordon,MID,36.0,17,1,0.0,0.02,0,0.0,0,51,2,3,1.0
22-23,Anthony Gordon,MID,36.0,1,1,0.0,0.0,0,0.0,3,51,3,4,1.0
22-23,Anthony Gordon,MID,37.0,2,1,0.0,0.0,0,0.0,3,51,3,4,10.0
22-23,Antoine Semenyo,FWD,22.0,90,2,0.26,0.01,0,0.0,4,50,3,2,1.0
22-23,Antoine Semenyo,FWD,23.0,11,1,0.0,0.0,0,0.0,3,50,3,2,1.0
22-23,Antoine Semenyo,FWD,24.0,32,1,0.0,0.01,0,0.0,1,50,2,2,0.0
22-23,Antoine Semenyo,FWD,26.0,63,2,0.0,0.0,0,0.0,7,50,4,2,1.0
22-23,Antoine Semenyo,FWD,27.0,2,1,0.03,0.0,0,0.0,3,50,4,2,1.0
22-23,Antoine Semenyo,FWD,28.0,31,1,0.0,0.0,0,0.0,0,50,2,2,1.0
22-23,Antoine Semenyo,FWD,29.0,1,1,0.0,0.0,0,0.0,3,50,2,2,1.0
22-23,Antoine Semenyo,FWD,29.0,5,1,0.0,0.0,0,0.0,2,50,3,2,1.0
22-23,Antoine Semenyo,FWD,30.0,2,1,0.0,0.0,0,0.0,3,50,3,2,0.0
22-23,Antoine Semenyo,FWD,34.0,7,6,0.07,0.0,0,0.0,26,50,2,2,1.0
22-23,Antoine Semenyo,FWD,35.0,6,1,0.0,0.0,0,0.0,4,50,3,2,0.0
22-23,Antonee Robinson,DEF,1.0,90,1,0.0,0.0,0,0.0,13,45,4,2,6.0
22-23,Antonee Robinson,DEF,2.0,90,6,0.0,0.0,1,0.0,21,45,2,2,1.0
22-23,Antonee Robinson,DEF,3.0,90,1,0.0,0.0,0,0.0,9,45,3,2,0.0
22-23,Antonee Robinson,DEF,4.0,90,0,0.0,0.0,0,0.0,17,45,4,2,1.0
22-23,Antonee Robinson,DEF,5.0,90,1,0.0,0.0,0,0.0,10,45,3,2,1.0
22-23,Antonee Robinson,DEF,6.0,28,1,0.0,0.0,0,0.0,3,45,4,2,0.0
22-23,Antonee Robinson,DEF,10.0,90,1,0.0,0.0,0,0.0,15,44,3,2,1.0
22-23,Antonee Robinson,DEF,11.0,90,1,0.0,0.0,0,0.0,15,44,2,2,6.0
22-23,Antonee Robinson,DEF,12.0,90,6,0.0,0.0,1,0.0,23,44,2,2,0.0
22-23,Antonee Robinson,DEF,13.0,90,0,0.0,0.0,0,0.0,10,44,2,2,6.0
22-23,Antonee Robinson,DEF,14.0,90,6,0.0,0.0,1,0.0,26,44,2,2,0.0
22-23,Antonee Robinson,DEF,15.0,90,0,0.0,0.0,0,0.0,3,44,5,2,1.0
22-23,Antonee Robinson,DEF,16.0,90,1,0.0,0.01133,0,0.0,12,44,3,2,6.0
22-23,Antonee Robinson,DEF,17.0,90,6,0.0,0.07054,1,0.0,23,44,2,2,2.0
22-23,Antonee Robinson,DEF,18.0,90,2,0.0,0.02368,0,0.0,12,44,2,2,7.0
22-23,Antonee Robinson,DEF,19.0,90,7,0.0,0.13999,1,0.0,27,44,3,2,1.0
22-23,Antonee Robinson,DEF,19.0,90,1,0.0,0.02524,0,0.0,10,44,3,2,0.0
22-23,Antonee Robinson,DEF,21.0,90,2,0.0,0.02601,0,0.0,17,44,3,2,6.0
22-23,Antonee Robinson,DEF,22.0,90,6,0.0,0.0,1,0.0,22,44,4,2,8.0
22-23,Antonee Robinson,DEF,23.0,90,8,0.0,0.12,1,0.0,32,44,2,2,5.0
22-23,Antonee Robinson,DEF,24.0,90,5,0.0,0.03,1,0.0,21,44,3,2,7.0
22-23,Antonee Robinson,DEF,25.0,90,7,0.0,0.02,0,0.0,25,44,2,2,1.0
22-23,Antonee Robinson,DEF,26.0,90,1,0.0,0.04,0,0.0,15,44,3,2,1.0
22-23,Antonee Robinson,DEF,27.0,90,1,0.0,0.05,0,0.0,10,44,4,2,0.0
22-23,Antonee Robinson,DEF,29.0,90,0,0.02,0.04,0,0.0,13,44,2,2,2.0
22-23,Antonee Robinson,DEF,30.0,90,2,0.03,0.08,0,0.0,14,44,2,2,2.0
22-23,Antonee Robinson,DEF,31.0,90,2,0.0,0.09,0,0.0,11,44,2,2,2.0
22-23,Antonee Robinson,DEF,32.0,90,2,0.0,0.01,0,0.0,10,44,2,2,2.0
22-23,Antonee Robinson,DEF,33.0,90,2,0.0,0.01,0,0.0,11,44,2,2,1.0
22-23,Antonee Robinson,DEF,34.0,90,1,0.0,0.06,0,0.0,21,44,5,2,2.0
22-23,Antonee Robinson,DEF,34.0,90,2,0.0,0.01,0,0.0,21,44,4,2,4.0
22-23,Antonee Robinson,DEF,35.0,90,4,0.0,0.01,0,0.0,23,44,3,2,6.0
22-23,Antonee Robinson,DEF,36.0,90,6,0.0,0.02,1,0.0,23,44,2,2,0.0
22-23,Antonee Robinson,DEF,37.0,90,0,0.0,0.05,0,0.0,6,44,2,2,1.0
22-23,Armando Broja,FWD,1.0,15,1,0.0,0.0,0,0.0,3,55,2,3,1.0
22-23,Armando Broja,FWD,2.0,1,1,0.0,0.0,0,0.0,3,55,3,4,0.0
22-23,Armando Broja,FWD,5.0,24,1,0.0,0.0,0,0.0,1,54,2,3,1.0
22-23,Armando Broja,FWD,6.0,30,1,0.0,0.0,0,0.0,0,54,2,4,1.0
22-23,Armando Broja,FWD,9.0,15,1,0.0,0.0,0,0.0,3,53,2,3,5.0
22-23,Armando Broja,FWD,10.0,18,5,0.0,0.0,0,0.0,27,53,2,4,1.0
22-23,Armando Broja,FWD,11.0,1,1,0.0,0.0,0,0.0,3,53,2,3,2.0
22-23,Armando Broja,FWD,12.0,61,2,0.0,0.0,1,0.0,3,53,3,3,4.0
22-23,Armando Broja,FWD,13.0,11,4,0.0,0.0,0,0.0,10,53,3,4,1.0
22-23,Armando Broja,FWD,14.0,11,1,0.0,0.0,0,0.0,3,53,3,3,1.0
22-23,Armando Broja,FWD,15.0,26,1,0.0,0.0,0,0.0,-2,53,4,4,2.0
22-23,Armando Broja,FWD,16.0,72,2,0.1058,0.03711,0,0.0,2,53,4,3,0.0
22-23,Ben Davies,DEF,1.0,85,2,0.0,0.0,0,0.0,14,50,2,4,0.0
22-23,Ben Davies,DEF,2.0,90,4,0.0,0.0,0,0.0,20,50,4,3,0.0
22-23,Ben Davies,DEF,3.0,90,6,0.0,0.0,1,0.0,25,50,2,4,0.0
22-23,Ben Davies,DEF,4.0,90,6,0.0,0.0,1,0.0,27,50,2,3,0.0
22-23,Ben Davies,DEF,5.0,90,1,0.0,0.0,0,0.0,12,50,3,3,0.0
22-23,Ben Davies,DEF,10.0,90,6,0.0,0.0,1,0.0,26,49,3,3,0.0
22-23,Ben Davies,DEF,11.0,90,6,0.0,0.0,1,0.0,23,49,2,4,0.0
22-23,Ben Davies,DEF,12.0,90,1,0.0,0.0,0,0.0,18,49,4,3,0.0
22-23,Ben Davies,DEF,13.0,9,1,0.0,0.0,0,0.0,3,49,3,4,0.0
22-23,Ben Davies,DEF,14.0,90,7,0.0,0.0,0,0.0,19,49,2,3,0.0
22-23,Ben Davies,DEF,15.0,90,1,0.0,0.0,0,0.0,13,49,4,4,0.0
22-23,Ben Davies,DEF,16.0,90,7,0.0955,0.2274,0,0.0,31,49,2,4,0.0
22-23,Ben Davies,DEF,17.0,1,1,0.0,0.00014,0,0.0,3,49,3,3,0.0
22-23,Ben Davies,DEF,18.0,90,0,0.0,0.02214,0,0.0,5,49,2,4,0.0
22-23,Ben Davies,DEF,19.0,4,1,0.0,2e-05,0,0.0,3,49,2,3,0.0
22-23,Ben Davies,DEF,20.0,2,1,0.0,0.00021,0,0.0,3,48,4,4,1.0
22-23,Ben Davies,DEF,20.0,77,1,0.0,0.17293,0,0.0,13,48,5,3,0.0
22-23,Ben Davies,DEF,21.0,90,7,0.1518,0.24892,1,0.0,29,48,2,3,0.0
22-23,Ben Davies,DEF,22.0,90,6,0.07,0.0,1,0.0,19,48,5,4,0.0
22-23,Ben Davies,DEF,23.0,90,3,0.09,0.0,0,0.0,23,48,3,3,0.0
